"","listing_id","id","date","reviewer_id","reviewer_name","comments"
"13",760599,103799787,"2016-09-24",14561178,"Katrina","The good things: The house is amazingly located, gorgeous view, big, exactly as described, warm and had a lovely kitchen and shower. When we arrived they gave us wifi codes, maps, a cute personalized booklet for the boat and everything we could need. They even let us store our luggage when we arrived before check in. Simon greater us as well and was very polite.

The bad things: metal stairs go down to the boat and while I was sober I actually slipped quiet a few times. It's a bit dangerous. Also, the bed in the bedroom isn't a double bed, it's two twin beds pressed together and we kept falling through the center several times which was very uncomfortable. Also the 10 minute walk from the hotel where you pick up the keys to the house boat is extremely unpleasant when you have rolling luggage. Also, check in is at 2pm but we arrived at 11am and we were sick and wanted to sleep but they made us wait till 2pm to enter the boat because the cleaning people don't come till 1pm they said to clean it. This made sense. But then when it came time for us to check out they told us check out was 11am so cleaning could come (even though a different front desk lady had told me they always clean that boat everyday at 1pm) so we had to wake up very early and since we were sick on our trip and slept most of it away we wanted to stay those extra two hours before cleaning came at 1pm but they wouldn't let us. I am unsure yet if they charged us for staying 30 min past checkout but if they did I'd be very upset as cleaning doesn't come until 1pm anyway. Other than the check in/out times which were specifically annoying to us cause we were sick and wanted to sleep it was all in all a wonderful experience actually and if you aren't trying to sleep your whole trip you probably won't have any problems at all. :)"
"14",760599,104538114,"2016-09-27",56783710,"Rose","Loved our experience abound the Axo Houseboat. Roomy living area w/comfy folding sofas gave us the space we needed. Excellent location (except if noise bothers you, some partiers @ the nearby club can get loud). But waking to swans going by ur window was a good compromise. Simon is a great host & would highly recommend staying. Enjoy!"
"15",760599,112710426,"2016-11-07",77724434,"Hervé","Trés bon emplacement cependant le logement est vétuste, notamment la salle de bain, du fait que ce soit une péniche l'eau de la douche s’écoule très difficilement.
Un rafraîchissement peinture serait la bien venue.
Attention literie mauvaise, le matelas penche de gauche et droite ce qui fait que l'on doit se mettre au centre, pas top!!!

"
"16",760599,114567347,"2016-11-19",15841099,"Cory","Simon was awesome and the place was perfect for a clean centralized location for a first time visit to hit all the tourist attractions and still get lost in lesser known parts. "
"17",760599,115391300,"2016-11-24",7639683,"Pauline","Simon was easy to communicate with and responded quickly. The houseboat was in a great location easy walk to sites/ amenities. Check in process was easy and we were able to leave our luggage pre and post check in. "
"18",760599,123659052,"2016-12-30",7343349,"Kate","We had a fantastic stay at Axo houseboat. We could not have been in a more convenient or unique location! We booked last minute and Simon was very accommodating and instructions for everything are very clear. We would highly recommend this place as it has everything.Last words from my 21 year old niece..'I don't want to leave!!' Thanks Simon, sorry about the keys!!! "
"19",760599,127126744,"2017-01-16",104363978,"Izabela","Simon's place is amazing! Right in front of the Icybar, really amazing location. He was very helpful "
"20",760599,128604068,"2017-01-26",44746181,"Adam","Best place in all of Amsterdam. Location's great, the houseboat is unique, and a surprisingly quiet place to relax. Make sure to put the blinds down when canal cruises go by!"
"21",760599,136700264,"2017-03-12",99581726,"Sabrina","Es war sehr zentral - haben auch mal die Musik aufgedreht und keinen hat es gestört. Für uns alles super "
"22",760599,137929469,"2017-03-18",19956609,"Clément","Péniche centrale"
"23",760599,140187751,"2017-03-28",11649936,"Lauren","Couldn't ask for a better way to experience Amsterdam! "
"24",760599,146530384,"2017-04-23",33987527,"Lance","Place was accurately described, great location, very comfortable beds. "
"25",760599,149447264,"2017-05-04",39561643,"Joe","Simon is a very nice man and we had a great time staying on his houseboat.  
The boat is in a great location in the center of town in a fairly busy part of the Amstel River where tourist boats frequently pass.  The boats usually passed by slowly so there wasn't much of a wake or rocking on our boat and we waved to plenty of smiling passers-by. 
It was nice to be so close to things like bike rentals, cafés, grocery stores, restaurants, coffee shops, bars, museums, etc.
Sleeping on the boat was very relaxing.  There was a bit of noise from the occasional siren passing by or some party people whooping it up in the streets, but not enough noise to make the location a deal breaker.  Just enough to remind  you that you're floating on a boat in the Amstel River in the middle of Amsterdam.  It was really cool.
Also, the women we met at the hotel where we picked up and dropped off our key were kind, patient and helpful.   
It was a nice little stroll over a bridge and along a canal to get from the hotel to the boat.
All in all it was a great experience and I feel like we got lucky staying on Simon's boat."
"26",760599,150745956,"2017-05-09",114246051,"Elizabeth","Loved it! Awesome location and as described. Simon was very helpful. We did find some ants in the bedroom and living room. We sprayed with repellent that was there in the cabinets, which took care of it. The only other issue was that the bed in the bedroom is actually two singles, and they'll slip apart in the night. Overall though, really awesome place and would definitely stay again!!!"
"27",760599,151113477,"2017-05-11",60045224,"Brandon","Hands down the best airbnb host I've ever had. If you ever decide to visit  Amsterdam stay here. "
"28",760599,156540876,"2017-05-31",69398915,"Ben","I found the location great it was a little crowded for 3 The cooking facilities were great "
"29",760599,172219513,"2017-07-20",139865221,"Massimiliano","Esperienza bellissima vista sul canale.l appartamento molto confortevole con tutto quello che serve"
"30",760599,196102084,"2017-09-22",22157287,"Elizabeth","Simon is an incredible host.  What a boat and what a location. Rent this immediately"
"31",760599,204695435,"2017-10-19",136629190,"Linda","Jump aboard and relax in AXO's comfortable environment. We loved the location--so easy to walk to good restaurants, museums (especially the Hermitage, Flower Market, Rembrandt Square) and transportation. I can't imagine being in a better location in the city. Be sure to buy crackers and bread to feed the swans who can poke their heads inside the windows for a handout. Check in advance for a concert or performance at the Center for Opera and Ballet, just across the street."
"32",760599,216556026,"2017-12-04",160091352,"Alex","Absolutely lovely place and Simon is a great host too."
"33",760599,218687371,"2017-12-14",1749382,"Luigi","Location spaziosa e confortevole , bagno un po’ stretto , bellissimo svegliarsi con i cigni fuori dalla finestra , calda e ben equipaggiata . La camera da letto è un po’ stretta la valigia va posizionata nel salone .
Per il resto tutto ok ottima posizione ."
"34",760599,231641511,"2018-02-02",8462445,"Bryan","Simon was a GREAT host. Since we got in early, both him and the hotel staff were very accommodating. Once arriving at the actual boat, Simon was there to greet us. He recommended what to do during our stay in town. Every time we reached out to him, he responded quickly. I would absolutely stay here again. The house boat was the PERFECT size for the three of us but would be equally perfect for a 4th guest as advertised. Staying on a boat gave us a uniquely authentic feel for the city of Amsterdam. The location was great and it was easy to navigate throughout the city. We really enjoyed ourselves!"
"35",760599,231916102,"2018-02-03",171437147,"Carina","The host canceled this reservation 83 days before arrival. This is an automated posting."
"36",760599,232978595,"2018-02-07",40385695,"Ester","La ubicación del barco es perfecta, nos gustó mucho quedarnos en el Axo houseboat. Sin duda repetiríamos, aunque no llegamos a conocer a Simon."
"37",760599,246783504,"2018-03-26",1693736,"Julie","Fun, unique place to stay in an excellent location on the river! Houseboat was spacious for 3 and our daughter adored feeding the swans and ducks that came up to the window for breakfast every morning.  Definitely made our 4 days in Amsterdam memorable! Easy and fun Green bike rental directly across the street.  Some noise from the Icebar on Friday and Saturday night (also directly across the street) but that’s to be expected.  Loved waking up every morning on the Amstel river! Thanks for a great stay!"
"38",760599,253337007,"2018-04-14",19618043,"Or","Great experience!"
"39",760599,262895642,"2018-05-10",269800,"Aaron","While being on the water is great (we stayed on multiple houseboats during out trip), this boat is overpriced for what you get. 

Issues: 
- Upon entering it smelled terrible (sewage). You had to air it out each time we got home. 
- Although very comfortable, the bed was actually two single beds pushed together which kept coming apart at night. Not ideal for two people. 
- Checkin is at a nearby hotel. Easy if you don't have luggage to do the 7 min walk, but if you need an Uber, then it's an extra cost at checkin and check out to return the keys (and get your deposit back). Extra cost - €20. 
- Poor instructions on bikes. We rented from where he suggested, and locked them where recommended outside boat on the rail but they were stolen (or taken by the city) at a cost of €160. 
- Simon the host was slow or didn't respond a number of times... And when he did, his responses were condescending and not what you'd expect from the reviews we read as they were generally great. Maybe he was just having a bad day :/

With so many great choices in A'dam, we wouldn't stay here again."
"40",760599,291636396,"2018-07-16",192636993,"Houria","Belle endroit par contre les réceptionniste de l’hôtel où récupérer les clefs sont très désagréable. "
"41",760599,297063747,"2018-07-27",86649870,"Thomas","Awesome place to stay !"
"42",760599,298442827,"2018-07-29",200307666,"Mark","Neat place, good location."
"43",760599,299967534,"2018-08-01",62765646,"F'red","It was a really nice spot. It was clean, near every attraction of this beautiful city. If you wanna try something original, this houseboat is the place to go. I would recommend it again and again !"
"44",760599,343663257,"2018-11-01",122782556,"Alberta","Really enjoyed the boat accommodation experience. Central bustling location yet quiet and relaxing indoors."
"45",760599,349870377,"2018-11-18",4872507,"Kristin","Simon's place is located in a wonderful location, right next to the opera house, many restaurants and central locations. The houseboat itself was better than imagined: very spacious, decorated with Asian artifacts, bamboo blinds and green plants that added a tropical touch. There is a bluetooth radio and the kitchen is fully prepared for cooking some light meals. Simon is very responsive and accommodating. He spent time giving tips on the area and showing all the details in the apartment. There were clean towels and ample toiletries. the heat was very comfortable, making it the perfect cozy experience for winter in Amsterdam. I would highly recommend this!"
"46",760599,353248276,"2018-11-27",38632591,"Lolo","Great place & perfect location.
Everything litteraly perfect but the bed which is not great for a couple (we kept on falling between the two single beds. Except that, there’s nothing wrong to say."
